factor,pair,ratio,stage,baseline_state,optimized_state,baseline_manuscript_state,optimized_manuscript_state,baseline_ms,optimized_ms,speedup
32,2,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.098304003500000001,0.098304003500000001,1
32,2,S2_over_T2,injection_ms,E2,S2,T2,S2,0.031743999600000003,0.0337920003,0.93939391921702853
32,2,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.43007999699999999,0.097791999699999993,4.3979057419765599
32,2,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,8.1141762750000002,7.0128638750000007,1.1570417477980777
32,2,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,1.0209280300000001,0.92159998399999998,1.1077778295621152
32,2,S2_over_T2,relax_ms,E2,S2,T2,S2,11.3771839,11.38176015,0.99959793125670471
32,2,S2_over_T2,track_ms,E2,S2,T2,S2,4.0468480600000003,4.0442879200000004,1.0006330261471592
32,2,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.42905598900000003,0.42854400000000004,1.0011947174619176
32,2,S2_over_T2,moments_ms,E2,S2,T2,S2,1.89132798,1.8923519849999999,0.99945887181237059
32,2,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,7.9616003050000002,7.9897599199999991,0.99647553677682987
32,2,S2_over_T2,compaction_ms,E2,S2,T2,S2,19.427839249999998,20.269055350000002,0.95849751823781937
32,2,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.0255999994,0.96000005765625129
32,2,S1_over_T1,total_ms,E1,S1,T1,S1,65.769474000000002,62.6647034,1.0495457639076611
32,2,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.36352001099999998,0.33894400299999999,1.0725075758310436
32,2,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.098368000250000004,0.99934941495367036
32,2,S1_over_T1,injection_ms,E1,S1,T1,S1,0.032271999849999997,0.032767999899999997,0.98486327967792742
32,2,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.42188799399999999,0.01900799945,22.195286521854353
32,2,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,8.086527825000001,6.8792319299999996,1.1754986468380346
32,2,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,5.1476478549999998,3.9091199599999999,1.3168303627602156
32,2,S1_over_T1,relax_ms,E1,S1,T1,S1,11.37715195,11.37715195,1
32,2,S1_over_T1,track_ms,E1,S1,T1,S1,4.0540161100000001,4.0488960699999996,1.0012645520930845
32,2,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.41932800400000003,0.41832000000000003,1.0024096481162745
32,2,S1_over_T1,moments_ms,E1,S1,T1,S1,7.63955188,7.5786240100000004,1.0080394369637029
32,2,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,7.9211521149999999,8.0081920649999994,0.98913113605498926
32,2,S1_over_T1,compaction_ms,E1,S1,T1,S1,20.206080400000001,19.92908765,1.0138989177459914
32,2,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.024576000899999999,1
32,3,T2_over_T1,total_ms,E1,E2,T1,T2,65.112575550000003,55.510015500000002,1.1729878827001949
32,3,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.36812800150000002,0.37734399750000003,0.97557667258242264
32,3,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.099327996399999993,0.98969079275619021
32,3,T2_over_T1,injection_ms,E1,E2,T1,T2,0.032767999899999997,0.033695999550000001,0.97245964914550209
32,3,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.42086398600000002,0.42956799300000004,0.97973776644946631
32,3,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,8.0184314249999993,8.0322563649999985,0.99827882236674614
32,3,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,5.0775041549999997,1.0275839549999999,4.9412061469955519
32,3,T2_over_T1,relax_ms,E1,E2,T1,T2,11.381247999999999,11.381759600000001,0.99995505088685921
32,3,T2_over_T1,track_ms,E1,E2,T1,T2,4.0442881599999998,4.0376319899999995,1.0016485331046727
32,3,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.41932800400000003,0.42905598900000003,0.97732700335293543
32,3,T2_over_T1,moments_ms,E1,E2,T1,T2,7.4746878149999993,1.90464002,3.9244622272506904
32,3,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,7.9513597499999999,8.1064961000000011,0.9808627120661908
32,3,T2_over_T1,compaction_ms,E1,E2,T1,T2,19.914752,19.610624299999998,1.0155083130117384
32,3,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
32,3,S2_over_S1,total_ms,S1,S2,S1,S2,62.115327800000003,54.060545000000005,1.1489955900370594
32,3,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.37632000450000003,0.37324801099999999,1.0082304350176432
32,3,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.098304003500000001,0.098352000150000007,0.99951199111429556
32,3,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032767999899999997,0.032767999899999997,1
32,3,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.019455999099999999,0.104543999,0.18610345200206088
32,3,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,7.0190076850000001,7.0461440050000004,0.99614877016695313
32,3,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,3.9531840099999997,0.92108798000000003,4.291863639345288
32,3,S2_over_S1,relax_ms,S1,S2,S1,S2,11.381247999999999,11.381759600000001,0.99995505088685921
32,3,S2_over_S1,track_ms,S1,S2,S1,S2,4.0494079599999999,4.0529921049999995,0.99911567925445055
32,3,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.417791992,0.43007999699999999,0.97142855960352881
32,3,S2_over_S1,moments_ms,S1,S2,S1,S2,7.4378240099999999,1.9174399950000001,3.879038733621492
32,3,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,7.9923198200000005,7.9467840199999999,1.0057300915546967
32,3,S2_over_S1,compaction_ms,S1,S2,S1,S2,19.430399900000001,19.731967900000001,0.98471678032681176
32,3,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.02513599955,0.97772124999898802
32,3,S2_over_T2,total_ms,E2,S2,T2,S2,55.510015500000002,54.060545000000005,1.0268119845998591
32,3,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.37734399750000003,0.37324801099999999,1.0109739004074694
32,3,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.099327996399999993,0.098352000150000007,1.009923501794691
32,3,S2_over_T2,injection_ms,E2,S2,T2,S2,0.033695999550000001,0.032767999899999997,1.0283203019052745
32,3,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.42956799300000004,0.104543999,4.108968444951107
32,3,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,8.0322563649999985,7.0461440050000004,1.1399506395697057
32,3,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,1.0275839549999999,0.92108798000000003,1.1156197641402288
32,3,S2_over_T2,relax_ms,E2,S2,T2,S2,11.381759600000001,11.381759600000001,1
32,3,S2_over_T2,track_ms,E2,S2,T2,S2,4.0376319899999995,4.0529921049999995,0.9962101788994232
32,3,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.42905598900000003,0.43007999699999999,0.99761902900124888
32,3,S2_over_T2,moments_ms,E2,S2,T2,S2,1.90464002,1.9174399950000001,0.99332444559757915
32,3,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,8.1064961000000011,7.9467840199999999,1.0200976998491524
32,3,S2_over_T2,compaction_ms,E2,S2,T2,S2,19.610624299999998,19.731967900000001,0.99385040556446458
32,3,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.02513599955,0.97772124999898802
32,3,S1_over_T1,total_ms,E1,S1,T1,S1,65.112575550000003,62.115327800000003,1.0482529490893229
32,3,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.36812800150000002,0.37632000450000003,0.97823128480537636
32,3,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.098304003500000001,1
32,3,S1_over_T1,injection_ms,E1,S1,T1,S1,0.032767999899999997,0.032767999899999997,1
32,3,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.42086398600000002,0.019455999099999999,21.631579228434486
32,3,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,8.0184314249999993,7.0190076850000001,1.1423881814712673
32,3,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,5.0775041549999997,3.9531840099999997,1.2844087556146926
32,3,S1_over_T1,relax_ms,E1,S1,T1,S1,11.381247999999999,11.381247999999999,1
32,3,S1_over_T1,track_ms,E1,S1,T1,S1,4.0442881599999998,4.0494079599999999,0.99873566702822403
32,3,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.41932800400000003,0.417791992,1.0036764993810605
32,3,S1_over_T1,moments_ms,E1,S1,T1,S1,7.4746878149999993,7.4378240099999999,1.00495626206676
32,3,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,7.9513597499999999,7.9923198200000005,0.99487507120304397
32,3,S1_over_T1,compaction_ms,E1,S1,T1,S1,19.914752,19.430399900000001,1.0249275415067498
32,3,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.024576000899999999,1
32,4,T2_over_T1,total_ms,E1,E2,T1,T2,64.826833749999992,55.94623945,1.158734427681001
32,4,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.371199995,0.39884799700000001,0.93068035389933268
32,4,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.100863997,0.97461935302841507
32,4,T2_over_T1,injection_ms,E1,E2,T1,T2,0.032767999899999997,0.032767999899999997,1
32,4,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.42086398600000002,0.43007999699999999,0.97857140284531774
32,4,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,8.0593917350000002,8.1259520050000003,0.99180892651605068
32,4,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,5.0135040249999996,1.0301439800000001,4.8667993235275704
32,4,T2_over_T1,relax_ms,E1,E2,T1,T2,11.379200000000001,11.388415800000001,0.99919077419003266
32,4,T2_over_T1,track_ms,E1,E2,T1,T2,4.0483839499999998,4.062207935,0.99659692826630253
32,4,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.41881600000000002,0.42803201099999999,0.97846887437584673
32,4,T2_over_T1,moments_ms,E1,E2,T1,T2,7.45676804,1.91952002,3.8847044898234508
32,4,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,8.0153601200000004,8.09676814,0.9899456155107339
32,4,T2_over_T1,compaction_ms,E1,E2,T1,T2,19.512319599999998,19.812352150000002,0.98485628825247762
32,4,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
32,4,S2_over_S1,total_ms,S1,S2,S1,S2,62.442495350000002,54.096384049999998,1.1542822398681194
32,4,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.3548160045,0.41523200250000003,0.85450062221540835
32,4,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.098815999949999997,0.098304003500000001,1.0052082970354306
32,4,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032767999899999997,0.032767999899999997,1
32,4,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.019455999099999999,0.12595199800000001,0.1544715400227315
32,4,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,7.0287358750000006,6.97804761,1.0072639609003757
32,4,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,3.9193600399999999,0.91955202800000002,4.2622493569227382
32,4,S2_over_S1,relax_ms,S1,S2,S1,S2,11.380784050000001,11.380224250000001,1.0000491905948161
32,4,S2_over_S1,track_ms,S1,S2,S1,S2,4.0442879200000004,4.0504319649999996,0.9984831136399549
32,4,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.41881600000000002,0.42854400000000004,0.97729988052568695
32,4,S2_over_S1,moments_ms,S1,S2,S1,S2,7.3707520950000003,1.8892800200000002,3.9013550225339277
32,4,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,7.9431676849999997,8.0870401849999993,0.98220949856699646
32,4,S2_over_S1,compaction_ms,S1,S2,S1,S2,19.884544400000003,19.662848449999998,1.0112748644004326
32,4,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.0255999994,0.024576000899999999,1.0416666041056339
32,4,S2_over_T2,total_ms,E2,S2,T2,S2,55.94623945,54.096384049999998,1.0341955461993582
32,4,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.39884799700000001,0.41523200250000003,0.96054252706593823
32,4,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.100863997,0.098304003500000001,1.0260415996180663
32,4,S2_over_T2,injection_ms,E2,S2,T2,S2,0.032767999899999997,0.032767999899999997,1
32,4,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.43007999699999999,0.12595199800000001,3.4146341767440638
32,4,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,8.1259520050000003,6.97804761,1.1645022303022092
32,4,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,1.0301439800000001,0.91955202800000002,1.1202672047176432
32,4,S2_over_T2,relax_ms,E2,S2,T2,S2,11.388415800000001,11.380224250000001,1.0007198056751825
32,4,S2_over_T2,track_ms,E2,S2,T2,S2,4.062207935,4.0504319649999996,1.0029073368227777
32,4,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.42803201099999999,0.42854400000000004,0.99880528253808232
32,4,S2_over_T2,moments_ms,E2,S2,T2,S2,1.91952002,1.8892800200000002,1.0160060973915344
32,4,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,8.09676814,8.0870401849999993,1.0012029067220469
32,4,S2_over_T2,compaction_ms,E2,S2,T2,S2,19.812352150000002,19.662848449999998,1.0076033592172655
32,4,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.024576000899999999,1
32,4,S1_over_T1,total_ms,E1,S1,T1,S1,64.826833749999992,62.442495350000002,1.0381845470241924
32,4,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.371199995,0.3548160045,1.0461760188159719
32,4,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.098815999949999997,0.99481868877247548
32,4,S1_over_T1,injection_ms,E1,S1,T1,S1,0.032767999899999997,0.032767999899999997,1
32,4,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.42086398600000002,0.019455999099999999,21.631579228434486
32,4,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,8.0593917350000002,7.0287358750000006,1.1466345980741521
32,4,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,5.0135040249999996,3.9193600399999999,1.2791639384576672
32,4,S1_over_T1,relax_ms,E1,S1,T1,S1,11.379200000000001,11.380784050000001,0.99986081363172863
32,4,S1_over_T1,track_ms,E1,S1,T1,S1,4.0483839499999998,4.0442879200000004,1.0010127938665652
32,4,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.41881600000000002,0.41881600000000002,1
32,4,S1_over_T1,moments_ms,E1,S1,T1,S1,7.45676804,7.3707520950000003,1.0116699006955272
32,4,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,8.0153601200000004,7.9431676849999997,1.0090886202914147
32,4,S1_over_T1,compaction_ms,E1,S1,T1,S1,19.512319599999998,19.884544400000003,0.98128069758540681
32,4,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.0255999994,0.96000005765625129
32,5,T2_over_T1,total_ms,E1,E2,T1,T2,65.300991049999993,55.63852885,1.1736649476489527
32,5,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.39270399499999997,0.35327999300000001,1.1115942107709449
32,5,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.098847996450000003,0.99449667196567637
32,5,T2_over_T1,injection_ms,E1,E2,T1,T2,0.032767999899999997,0.0337920003,0.96969695812887402
32,5,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.422399998,0.43059200050000002,0.98097502394264746
32,5,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,8.0614399900000002,8.0977921500000001,0.99551085538790962
32,5,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,5.0815999500000002,1.028607965,4.9402689099340202
32,5,T2_over_T1,relax_ms,E1,E2,T1,T2,11.38176015,11.395071999999999,0.99883178886451973
32,5,T2_over_T1,track_ms,E1,E2,T1,T2,4.0473599450000002,4.0698881149999995,0.99446467092867508
32,5,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.41881600000000002,0.42803201099999999,0.97846887437584673
32,5,T2_over_T1,moments_ms,E1,E2,T1,T2,7.50080013,1.88518399,3.9788159510096412
32,5,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,8.0343041399999997,8.0025601399999999,1.0039667305767976
32,5,T2_over_T1,compaction_ms,E1,E2,T1,T2,19.928576450000001,19.99872015,0.99649259055210093
32,5,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
32,5,S2_over_S1,total_ms,S1,S2,S1,S2,62.439392050000002,54.7496948,1.1404518742632335
32,5,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.38092799500000002,0.39270399499999997,0.97001303742784706
32,5,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.099327996399999993,0.10188799700000001,0.97487436523067561
32,5,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032320000199999997,0.0337920003,0.95643939136683775
32,5,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.019967999299999997,0.15731199849999999,0.12693246217960927
32,5,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,6.9616639649999996,7.0143997650000003,0.99248178008571186
32,5,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,3.92703998,0.92467200800000005,4.2469545374190671
32,5,S2_over_S1,relax_ms,S1,S2,S1,S2,11.38129565,11.3868799,0.99950958910175214
32,5,S2_over_S1,track_ms,S1,S2,S1,S2,4.0468480600000003,4.0642559550000001,0.99571683102817776
32,5,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.417791992,0.43007999699999999,0.97142855960352881
32,5,S2_over_S1,moments_ms,S1,S2,S1,S2,7.4475519700000001,1.8979840299999999,3.9239276265143288
32,5,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,7.9764478199999997,7.9959361549999999,0.99756272003399959
32,5,S2_over_S1,compaction_ms,S1,S2,S1,S2,19.738623650000001,19.992079750000002,0.98732217442259851
32,5,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.024640000449999998,0.99740261571302047
32,5,S2_over_T2,total_ms,E2,S2,T2,S2,55.63852885,54.7496948,1.0162345023702306
32,5,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.35327999300000001,0.39270399499999997,0.89960885933946266
32,5,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.098847996450000003,0.10188799700000001,0.97016331030631597
32,5,S2_over_T2,injection_ms,E2,S2,T2,S2,0.0337920003,0.0337920003,1
32,5,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.43059200050000002,0.15731199849999999,2.7371847322885547
32,5,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,8.0977921500000001,7.0143997650000003,1.1544526148061651
32,5,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,1.028607965,0.92467200800000005,1.1124030532997382
32,5,S2_over_T2,relax_ms,E2,S2,T2,S2,11.395071999999999,11.3868799,1.0007194332487865
32,5,S2_over_T2,track_ms,E2,S2,T2,S2,4.0698881149999995,4.0642559550000001,1.0013857788639198
32,5,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.42803201099999999,0.43007999699999999,0.99523812775696241
32,5,S2_over_T2,moments_ms,E2,S2,T2,S2,1.88518399,1.8979840299999999,0.99325598118968372
32,5,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,8.0025601399999999,7.9959361549999999,1.0008284189457739
32,5,S2_over_T2,compaction_ms,E2,S2,T2,S2,19.99872015,19.992079750000002,1.0003321515361601
32,5,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.024640000449999998,0.99740261571302047
32,5,S1_over_T1,total_ms,E1,S1,T1,S1,65.300991049999993,62.439392050000002,1.0458300266233933
32,5,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.39270399499999997,0.38092799500000002,1.0309139789003954
32,5,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.099327996399999993,0.98969079275619021
32,5,S1_over_T1,injection_ms,E1,S1,T1,S1,0.032767999899999997,0.032320000199999997,1.0138613767706599
32,5,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.422399998,0.019967999299999997,21.153846795257053
32,5,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,8.0614399900000002,6.9616639649999996,1.1579760285082936
32,5,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,5.0815999500000002,3.92703998,1.2940026014199122
32,5,S1_over_T1,relax_ms,E1,S1,T1,S1,11.38176015,11.38129565,1.0000408125765541
32,5,S1_over_T1,track_ms,E1,S1,T1,S1,4.0473599450000002,4.0468480600000003,1.0001264897995701
32,5,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.41881600000000002,0.417791992,1.0024509995873736
32,5,S1_over_T1,moments_ms,E1,S1,T1,S1,7.50080013,7.4475519700000001,1.0071497533974241
32,5,S1_over_T1,pressure_post_ms,E1,S1,T1,S1,8.0343041399999997,7.9764478199999997,1.0072533941555954
32,5,S1_over_T1,compaction_ms,E1,S1,T1,S1,19.928576450000001,19.738623650000001,1.0096234065438499
32,5,S1_over_T1,boundary_ms,E1,S1,T1,S1,0.024576000899999999,0.024576000899999999,1
64,1,T2_over_T1,total_ms,E1,E2,T1,T2,108.679169,87.601665499999996,1.2406061960089105
64,1,T2_over_T1,gas_flux_ms,E1,E2,T1,T2,0.3624960035,0.35379199699999997,1.0246020446301956
64,1,T2_over_T1,eulerian_coupling_ms,E1,E2,T1,T2,0.098304003500000001,0.098304003500000001,1
64,1,T2_over_T1,injection_ms,E1,E2,T1,T2,0.031743999600000003,0.032767999899999997,0.9687499907493593
64,1,T2_over_T1,bin_pre_ms,E1,E2,T1,T2,0.46182400000000001,0.47206398799999999,0.97830805089923534
64,1,T2_over_T1,pressure_pre_ms,E1,E2,T1,T2,14.94835185,15.148031700000001,0.98681809927820519
64,1,T2_over_T1,collision_pool_ms,E1,E2,T1,T2,9.6977920500000003,1.0920959749999999,8.8799814961317853
64,1,T2_over_T1,relax_ms,E1,E2,T1,T2,12.396095750000001,12.400639999999999,0.99963354713950259
64,1,T2_over_T1,track_ms,E1,E2,T1,T2,4.2839040750000006,4.2844161950000004,0.99988046912888684
64,1,T2_over_T1,bin_post_ms,E1,E2,T1,T2,0.45977601400000001,0.46796798699999997,0.98249458675043944
64,1,T2_over_T1,moments_ms,E1,E2,T1,T2,14.4619999,2.02704,7.1345409562712137
64,1,T2_over_T1,pressure_post_ms,E1,E2,T1,T2,14.822400099999999,14.88793615,0.9955980433191205
64,1,T2_over_T1,compaction_ms,E1,E2,T1,T2,36.993535999999999,36.429822950000002,1.0154739442674123
64,1,T2_over_T1,boundary_ms,E1,E2,T1,T2,0.024576000899999999,0.024576000899999999,1
64,1,S2_over_S1,total_ms,S1,S2,S1,S2,104.22118399999999,85.050880400000011,1.2253980618406388
64,1,S2_over_S1,gas_flux_ms,S1,S2,S1,S2,0.3558399975,0.35737599399999997,0.99570201545210679
64,1,S2_over_S1,eulerian_coupling_ms,S1,S2,S1,S2,0.098304003500000001,0.098352000150000007,0.99951199111429556
64,1,S2_over_S1,injection_ms,S1,S2,S1,S2,0.032767999899999997,0.031743999600000003,1.0322580743732115
64,1,S2_over_S1,bin_pre_ms,S1,S2,S1,S2,0.020479999499999998,0.103935998,0.19704433395636417
64,1,S2_over_S1,pressure_pre_ms,S1,S2,S1,S2,12.783103950000001,12.972383499999999,0.98540903836214844
64,1,S2_over_S1,collision_pool_ms,S1,S2,S1,S2,7.3379840850000004,0.97894400349999999,7.495815959610197
64,1,S2_over_S1,relax_ms,S1,S2,S1,S2,12.4021759,12.397088050000001,1.0004104068616337
64,1,S2_over_S1,track_ms,S1,S2,S1,S2,4.2874879850000003,4.2864639750000002,1.0002388938775579
64,1,S2_over_S1,bin_post_ms,S1,S2,S1,S2,0.45875200599999999,0.46899199499999999,0.97816596208641049
64,1,S2_over_S1,moments_ms,S1,S2,S1,S2,14.244351850000001,2.0270079399999998,7.0272797500734026
64,1,S2_over_S1,pressure_post_ms,S1,S2,S1,S2,15.21561625,14.9719038,1.0162779866378784
64,1,S2_over_S1,compaction_ms,S1,S2,S1,S2,37.078016300000002,36.026880250000005,1.0291764383345403
64,1,S2_over_S1,boundary_ms,S1,S2,S1,S2,0.024576000899999999,0.024576000899999999,1
64,1,S2_over_T2,total_ms,E2,S2,T2,S2,87.601665499999996,85.050880400000011,1.0299912838997489
64,1,S2_over_T2,gas_flux_ms,E2,S2,T2,S2,0.35379199699999997,0.35737599399999997,0.98997135493101973
64,1,S2_over_T2,eulerian_coupling_ms,E2,S2,T2,S2,0.098304003500000001,0.098352000150000007,0.99951199111429556
64,1,S2_over_T2,injection_ms,E2,S2,T2,S2,0.032767999899999997,0.031743999600000003,1.0322580743732115
64,1,S2_over_T2,bin_pre_ms,E2,S2,T2,S2,0.47206398799999999,0.103935998,4.5418718931240738
64,1,S2_over_T2,pressure_pre_ms,E2,S2,T2,S2,15.148031700000001,12.972383499999999,1.167713836088796
64,1,S2_over_T2,collision_pool_ms,E2,S2,T2,S2,1.0920959749999999,0.97894400349999999,1.1155857445323223
64,1,S2_over_T2,relax_ms,E2,S2,T2,S2,12.400639999999999,12.397088050000001,1.0002865148642708
64,1,S2_over_T2,track_ms,E2,S2,T2,S2,4.2844161950000004,4.2864639750000002,0.99952226823509005
64,1,S2_over_T2,bin_post_ms,E2,S2,T2,S2,0.46796798699999997,0.46899199499999999,0.99781657680532476
64,1,S2_over_T2,moments_ms,E2,S2,T2,S2,2.02704,2.0270079399999998,1.0000158164155983
64,1,S2_over_T2,pressure_post_ms,E2,S2,T2,S2,14.88793615,14.9719038,0.99439165178178612
64,1,S2_over_T2,compaction_ms,E2,S2,T2,S2,36.429822950000002,36.026880250000005,1.0111845016055754
64,1,S2_over_T2,boundary_ms,E2,S2,T2,S2,0.024576000899999999,0.024576000899999999,1
64,1,S1_over_T1,total_ms,E1,S1,T1,S1,108.679169,104.22118399999999,1.0427742693846196
64,1,S1_over_T1,gas_flux_ms,E1,S1,T1,S1,0.3624960035,0.3558399975,1.0187050529641486
64,1,S1_over_T1,eulerian_coupling_ms,E1,S1,T1,S1,0.098304003500000001,0.098304003500000001,1
64,1,S1_over_T1,injection_ms,E1,S1,T1,S1,0.031743999600000003,0.032767999899999997,0.9687499907493593
64,1,S1_over_T1,bin_pre_ms,E1,S1,T1,S1,0.46182400000000001,0.020479999499999998,22.550000550537124
64,1,S1_over_T1,pressure_pre_ms,E1,S1,T1,S1,14.94835185,12.783103950000001,1.1693835791736638
64,1,S1_over_T1,collision_pool_ms,E1,S1,T1,S1,9.6977920500000003,7.3379840850000004,1.3215880462079252
64,1,S1_over_T1,relax_ms,E1,S1,T1,S1,12.396095750000001,12.4021759,0.99950975134935804
64,1,S1_over_T1,track_ms,E1,S1,T1,S1,4.2839040750000006,4.2874879850000003,0.99916410028143798
64,1,S1_over_T1,bin_post_ms,E1,S1,T1,S1,0.45977601400000001,0.45875200599999999,1.0022321602665647
