factor,initial_target_cell_particles,ratio,stage,pairs,median_speedup,ci95_low,ci95_high,classification
16,176000,T2_over_T1,track_ms,5,0.99934878239006952,0.99856884673957302,1.0029994400723417,inconclusive
16,176000,T2_over_T1,bin_post_ms,5,0.98343951246754491,0.982188307368553,0.98473285405649735,negative
16,176000,T2_over_T1,moments_ms,5,2.3251560747698741,2.3153989027760185,2.372927144005704,positive
16,176000,T2_over_T1,pressure_post_ms,5,0.99676695006215454,0.97722723859512084,1.0038427050711061,inconclusive
16,176000,T2_over_T1,compaction_ms,5,1.0117641932648447,0.98043112097298191,1.014756243372489,inconclusive
16,176000,T2_over_T1,boundary_ms,5,1,1,1,inconclusive
16,176000,S2_over_S1,total_ms,5,1.085693953450628,1.0781959656719167,1.0957215032624856,positive
16,176000,S2_over_S1,gas_flux_ms,5,0.95778749838277277,0.93808886440843653,1.0132158732762035,inconclusive
16,176000,S2_over_S1,eulerian_coupling_ms,5,1,0.98969079275619032,1.0104165940708609,inconclusive
16,176000,S2_over_S1,injection_ms,5,1,0.97199810869124759,1,inconclusive
16,176000,S2_over_S1,bin_pre_ms,5,0.30497238391303683,0.18095237426481001,0.39037433661667281,negative
16,176000,S2_over_S1,pressure_pre_ms,5,0.98703561070907486,0.98100231848182118,1.0047689617311133,inconclusive
16,176000,S2_over_S1,collision_pool_ms,5,2.5215394449485138,2.5076907494741798,2.5440971357543747,positive
16,176000,S2_over_S1,relax_ms,5,1.0000500173710531,0.99976454969014072,1.0003298521192447,inconclusive
16,176000,S2_over_S1,track_ms,5,0.99947929843941608,0.99817831633617282,1.000520633787374,inconclusive
16,176000,S2_over_S1,bin_post_ms,5,0.97964375819571703,0.97468350042811758,0.98091603278213513,negative
16,176000,S2_over_S1,moments_ms,5,2.2811367973042871,2.2752622570386309,2.309839665688274,positive
16,176000,S2_over_S1,pressure_post_ms,5,1.000674957856083,0.98403780447425571,1.0059010362471761,inconclusive
16,176000,S2_over_S1,compaction_ms,5,0.99865579096238044,0.9871880285898923,1.0002689036930872,inconclusive
16,176000,S2_over_S1,boundary_ms,5,0.99546342552331146,0.96000005765625152,1.0006510090907423,inconclusive
16,176000,S2_over_T2,total_ms,5,1.0153984780623582,1.0147022172340674,1.0268139658341615,positive
16,176000,S2_over_T2,gas_flux_ms,5,0.96335077241754463,0.93270528288596588,1.0440528573842118,inconclusive
16,176000,S2_over_T2,eulerian_coupling_ms,5,1,0.98969079275619032,1.0104165940708609,inconclusive
16,176000,S2_over_T2,injection_ms,5,1,0.95759037580345496,1.0312500123023989,inconclusive
16,176000,S2_over_T2,bin_pre_ms,5,3.8731707674003575,3.5182320939150209,4.2566844181632328,positive
16,176000,S2_over_T2,pressure_pre_ms,5,1.1235352011560289,1.1118759088999588,1.1368394704092311,positive
